region	country	division	location
Europe	Portugal	Lisbon	Cacem
Europe	Portugal	Lisbon	Casal de Cambra
Europe	Portugal	Lisbon	Cascais
Europe	Portugal	Lisbon	Corroios
Europe	Portugal	Lisbon	Cova da Moura
Europe	Portugal	Lisbon	Damaia de Cima
Europe	Portugal	Lisbon	Encosta de Sol
Europe	Portugal	Lisbon	Loures
Europe	Portugal	Lisbon	Lourinha
Europe	Portugal	Lisbon	Mafra
Europe	Portugal	Lisbon	Massama
Europe	Portugal	Lisbon	Monte Abrão
Europe	Portugal	Lisbon	Odivelas
Europe	Portugal	Lisbon	Oeiras
Europe	Portugal	Lisbon	Pontinha
Europe	Portugal	Lisbon	Queluz
Europe	Portugal	Lisbon	Ramada
Europe	Portugal	Lisbon	Reboleira
Europe	Portugal	Lisbon	Rio de Mouro
Europe	Portugal	Lisbon	Sacavem
Europe	Portugal	Lisbon	Santa Maria dos Olivais
Europe	Portugal	Lisbon	Seia
Europe	Portugal	Lisbon	Sintra
Europe	Portugal	Lisbon	São Domingos da Benfica
Europe	Portugal	Lisbon	Torres Vedras
Europe	Portugal	Lisbon	Vila Franca de Xira
Europe	Portugal	Portugal	
Europe	Portugal	Santarem	
Europe	Portugal	Santarem	Almeirim
Europe	Portugal	Santarem	Benavente
Europe	Portugal	Santarem	Rio Maior
Europe	Portugal	Santarem	Santarem
Europe	Portugal	Santarem	Torres Novas
Europe	Portugal	Setúbal	
Europe	Portugal	Setúbal	Alcacer do Sal
Europe	Portugal	Setúbal	Alcochete
Europe	Portugal	Setúbal	Almada
Europe	Portugal	Setúbal	Barreiro
Europe	Portugal	Setúbal	Grandola
Europe	Portugal	Setúbal	Moita
Europe	Portugal	Setúbal	Montijo
Europe	Portugal	Setúbal	Montijo PT
Europe	Portugal	Setúbal	Palmela
Europe	Portugal	Setúbal	Seixal
Europe	Portugal	Setúbal	Sesimbra
Europe	Portugal	Sobral de Monte AgracO	
Europe	Portugal	Évora	
Europe	Portugal	Évora	Montemor-o-Novo
Europe	Romania	Arges	
Europe	Romania	Bihor	
Europe	Romania	Botosani	
Europe	Romania	Brasov	
Europe	Romania	Bucharest	
Europe	Romania	Buzau	
Europe	Romania	Calarasi	
Europe	Romania	Cluj	
Europe	Romania	Cluj Napoca	
Europe	Romania	Constanta	
Europe	Romania	Covasna	
Europe	Romania	Dambovita	
Europe	Romania	Dolj	
Europe	Romania	Dolj	Craiova
Europe	Romania	Galati	
Europe	Romania	Giurgiu	
Europe	Romania	Gorj	
Europe	Romania	Hunedoara	
Europe	Romania	Ialomița	
Europe	Romania	Ialomița	Slobozia
Europe	Romania	Iasi	
Europe	Romania	Iasi	Iasi
Europe	Romania	Ilfov	
Europe	Romania	Mioveni	
Europe	Romania	Mures	
Europe	Romania	Mures	Targu Mures
Europe	Romania	Pitesti	
Europe	Romania	Ploiesti	
Europe	Romania	Prahova	
Europe	Romania	Prahova	Breaza
Europe	Romania	Romania	
Europe	Romania	Sanmihaiu Roman	
Europe	Romania	Sibiu	
Europe	Romania	Suceava	
Europe	Romania	Teleorman	
Europe	Romania	Tulcea	
Europe	Romania	Valcea	
Europe	Romania	Vrancea	
Europe	Romania	Vrancea	Focsani
Europe	Russia	Adygea	
Europe	Russia	Adygea	Maykop
Europe	Russia	Altai Krai	
Europe	Russia	Altai Krai	Barnaul
Europe	Russia	Amur Region	
Europe	Russia	Amur Region	Arkhara
Europe	Russia	Amur Region	Belogorsk
Europe	Russia	Amur Region	Blagoveshchensk
Europe	Russia	Amur Region	Gilchin
Europe	Russia	Amur Region	Konstantinovka
Europe	Russia	Amur Region	Poyarkovo
Europe	Russia	Amur Region	Progress
Europe	Russia	Amur Region	Romny
Europe	Russia	Amur Region	Svobodny (Amur)
Europe	Russia	Amur Region	Tambovka
Europe	Russia	Amur Region	Yekaterinoslavka
Europe	Russia	Amur Region	Zeya
Europe	Russia	Arkhangelsk Region	
Europe	Russia	Astrakhan Region	
Europe	Russia	Astrakhan Region	Akhtubinsk
Europe	Russia	Astrakhan Region	Astrakhan
Europe	Russia	Astrakhan Region	Enotaevka
Europe	Russia	Astrakhan Region	Kamyzyak
Europe	Russia	Astrakhan Region	Kharabali
Europe	Russia	Astrakhan Region	Multanovo
Europe	Russia	Astrakhan Region	Obrastsovo-Travino
Europe	Russia	Astrakhan Region	Volodarskiy
Europe	Russia	Bashkortostan	
Europe	Russia	Bashkortostan	Ufa
Europe	Russia	Belgorod Region	
Europe	Russia	Belgorod Region	Belgorod
Europe	Russia	Belgorod Region	Grayvoron
Europe	Russia	Belgorod Region	Novy Oskol
Europe	Russia	Belgorod Region	Prokhorovka
Europe	Russia	Belgorod Region	Stary Oskol
Europe	Russia	Belgorod Region	Valuyki
Europe	Russia	Bryansk Oblast	
Europe	Russia	Bryansk Oblast	Bryansk
Europe	Russia	Buryatia	
Europe	Russia	Buryatia	Ulan-Ude
Europe	Russia	Chechen Republic	
Europe	Russia	Chechen Republic	Grozny
Europe	Russia	Chelyabinsk	
Europe	Russia	Chelyabinsk	Ozyorsk
Europe	Russia	Dagestan	
Europe	Russia	Dagestan	Derbent
Europe	Russia	Dagestan	Makhachkala
Europe	Russia	Ingushetia	
Europe	Russia	Ingushetia	Nazran
Europe	Russia	Irkutsk Region	
Europe	Russia	Irkutsk Region	Irkutsk
Europe	Russia	Ivanovo	
Europe	Russia	Ivanovo	Furmanov
Europe	Russia	Ivanovo	Ivanovo
Europe	Russia	Ivanovo	Kineshma
Europe	Russia	Ivanovo	Mikhalevo
Europe	Russia	Ivanovo	Palekh
Europe	Russia	Ivanovo	Rodniki
Europe	Russia	Ivanovo	Shuya (Ivanovo)
Europe	Russia	Ivanovo	Vichuga
Europe	Russia	Ivanovo	Yuryevets
Europe	Russia	Ivanovo	Zavolzhsk
Europe	Russia	Kabardino-Balkaria	
Europe	Russia	Kaliningrad Region	
Europe	Russia	Kaliningrad Region	Kaliningrad
Europe	Russia	Kalmykia	
Europe	Russia	Kalmykia	Elista
Europe	Russia	Kaluga	
Europe	Russia	Kaluga	Tovarkovo
Europe	Russia	Kamchatka Krai	
Europe	Russia	Kamchatka Krai	Petropavlovsk-Kamchatsky
Europe	Russia	Karachay-Cherkess	
Europe	Russia	Karachay-Cherkess	Cherkessk
Europe	Russia	Karachay-Cherkess	Karachayevsk
Europe	Russia	Karachay-Cherkess	Zelenchukskaya
Europe	Russia	Karelia	
Europe	Russia	Karelia	Derevyanka
Europe	Russia	Karelia	Kazhma
Europe	Russia	Karelia	Kondopoga
Europe	Russia	Karelia	Medvezhyegorsk
Europe	Russia	Karelia	Petrozavodsk
Europe	Russia	Karelia	Pindushi
Europe	Russia	Karelia	Podporozhye
Europe	Russia	Karelia	Porosoozero
Europe	Russia	Karelia	Povenets
Europe	Russia	Karelia	Shuya
Europe	Russia	Karelia	Shuya (Karelia)
Europe	Russia	Karelia	Sosnovka
Europe	Russia	Kemerovo	
Europe	Russia	Kemerovo	Kemerovo
Europe	Russia	Kemerovo	Novokuznetsk
Europe	Russia	Khabarovsk	
Europe	Russia	Khakassia	
Europe	Russia	Khakassia	Abakan
Europe	Russia	Khanty-Mansi	
Europe	Russia	Khanty-Mansi	Khanty-Mansiysk
Europe	Russia	Khanty-Mansi	Nizhnevartovsk
Europe	Russia	Khanty-Mansi	Surgut
Europe	Russia	Komi	
Europe	Russia	Komi	Sosnogorsk
Europe	Russia	Komi	Ukhta
Europe	Russia	Krasnodar	
Europe	Russia	Krasnodar	Anapa
Europe	Russia	Krasnodar	Armavir
Europe	Russia	Krasnodar	Krasnodar
Europe	Russia	Krasnodar	Novorossiysk
Europe	Russia	Krasnodar	Sochi
Europe	Russia	Krasnoyarsk	
Europe	Russia	Krasnoyarsk	Krasnoyarsk
Europe	Russia	Leningrad Oblast	
Europe	Russia	Leningrad Oblast	Gatchina
Europe	Russia	Leningrad Oblast	Kipen
Europe	Russia	Leningrad Oblast	Kirishi
Europe	Russia	Leningrad Oblast	Kirovsk
Europe	Russia	Leningrad Oblast	Sosnovyi Bor
Europe	Russia	Leningrad Oblast	Tosno
Europe	Russia	Leningrad Oblast	Volkhov
Europe	Russia	Leningrad Oblast	Vsevolozhsk
Europe	Russia	Leningrad Oblast	Yanino
Europe	Russia	Leningrad Oblast	Yanino-1
Europe	Russia	Lipetsk	
Europe	Russia	Magadan	
Europe	Russia	Magadan	Magadan
Europe	Russia	Mari El	
Europe	Russia	Mari El	Kozmodemyansk
Europe	Russia	Moscow Oblast	
Europe	Russia	Moscow Oblast	Bronnitsy
Europe	Russia	Moscow Oblast	Dmitrov
Europe	Russia	Moscow Oblast	Dolgoprudny
Europe	Russia	Moscow Oblast	Elektrostal
Europe	Russia	Moscow Oblast	Kalininets
Europe	Russia	Moscow Oblast	Korolyov
Europe	Russia	Moscow Oblast	Kubinka
Europe	Russia	Moscow Oblast	Lapino
Europe	Russia	Moscow Oblast	Lyubertsy
Europe	Russia	Moscow Oblast	Moscow
Europe	Russia	Moscow Oblast	Naro-Fominsk
Europe	Russia	Moscow Oblast	Pushkino
Europe	Russia	Moscow Oblast	Sergiyev Posad
Europe	Russia	Moscow Oblast	Uvarovka
Europe	Russia	Moscow Oblast	Zvenigorod
Europe	Russia	Murmansk	
Europe	Russia	Murmansk	Kovdor
Europe	Russia	Murmansk	Murmansk
Europe	Russia	Murmansk	Severomorsk
Europe	Russia	Nizhny Novgorod	
Europe	Russia	Nizhny Novgorod	Nizhny Novgorod
Europe	Russia	Novgorod	
Europe	Russia	Novgorod	Borovichi
Europe	Russia	Novgorod	Borovichi (Novgorod)
Europe	Russia	Novgorod	Chudovo
Europe	Russia	Novgorod	Veliky Novgorod
Europe	Russia	Novosibirsk	
Europe	Russia	Novosibirsk	Berdsk
Europe	Russia	Novosibirsk	Novosibirsk
Europe	Russia	Omsk	
Europe	Russia	Omsk	Azovo
Europe	Russia	Omsk	Cherlak
Europe	Russia	Omsk	Kalachinsk
Europe	Russia	Omsk	Lyubinsky
Europe	Russia	Omsk	Maryanovka
Europe	Russia	Omsk	Moskalenki
Europe	Russia	Omsk	Muromtsevo
Europe	Russia	Omsk	Nizhnyaya Omka
Europe	Russia	Omsk	Novovarshavka
Europe	Russia	Omsk	Omsk
Europe	Russia	Omsk	Russkaya Polyana
Europe	Russia	Omsk	Sedelnikovo
Europe	Russia	Omsk	Tara
Europe	Russia	Omsk	Ust-Ishim
Europe	Russia	Orenburg	
Europe	Russia	Orenburg	Orenburg
Europe	Russia	Orenburg	Orsk
Europe	Russia	Oryol	
Europe	Russia	Oryol	Oryol
Europe	Russia	Penza	
Europe	Russia	Perm Krai	
Europe	Russia	Perm Krai	Perm
Europe	Russia	Primorsky	
Europe	Russia	Primorsky	Ussuriysk
Europe	Russia	Primorsky	Vladivostok
Europe	Russia	Pskov Oblast	
Europe	Russia	Pskov Oblast	Borovichi (Pskov)
Europe	Russia	Pskov Oblast	Velikiye Luki
Europe	Russia	Republic of Bashkortostan	
Europe	Russia	Republic of Bashkortostan	Ufa
Europe	Russia	Republic of Mordovia	
Europe	Russia	Republic of Mordovia	Saransk
Europe	Russia	Republic of North Ossetia-Alania	
Europe	Russia	Republic of North Ossetia-Alania	Vladikavkaz
Europe	Russia	Republic of Sakha	
Europe	Russia	Rostov	
Europe	Russia	Rostov	Kamensk-Shakhtinsky
Europe	Russia	Rostov	Rostov-On-Don
Europe	Russia	Rostov	Zernograd
Europe	Russia	Russia	
Europe	Russia	Ryazan	
Europe	Russia	Ryazan	Ryazan
Europe	Russia	Saint-Petersburg	
Europe	Russia	Saint-Petersburg	Kolpino
Europe	Russia	Saint-Petersburg	Saint Petersburg
Europe	Russia	Saint-Petersburg	Saint-Petersburg
Europe	Russia	Sakhalin	
Europe	Russia	Samara	
Europe	Russia	Saratov	
Europe	Russia	Saratov	Balakovo
Europe	Russia	Stavropol	
Europe	Russia	Stavropol	Stavropol
Europe	Russia	Stavropol	Yessentuki
Europe	Russia	Sverdlovsk	
Europe	Russia	Sverdlovsk	Asbest
Europe	Russia	Sverdlovsk	Baltym
Europe	Russia	Sverdlovsk	Berezovsky
Europe	Russia	Sverdlovsk	Bobrovsky
Europe	Russia	Sverdlovsk	Dvurechensk
Europe	Russia	Sverdlovsk	Ekaterinburg
Europe	Russia	Sverdlovsk	Ivdel
Europe	Russia	Sverdlovsk	Kachkanar
Europe	Russia	Sverdlovsk	Kamensk-Uralsky
Europe	Russia	Sverdlovsk	Kashino
Europe	Russia	Sverdlovsk	Kedrovoye
Europe	Russia	Sverdlovsk	Kirovgrad
Europe	Russia	Sverdlovsk	Krasnouralsk
Europe	Russia	Sverdlovsk	Krasnyi Aduy
Europe	Russia	Sverdlovsk	Nizhny Tagil
Europe	Russia	Sverdlovsk	Pervouralsk
Europe	Russia	Sverdlovsk	Polevskoy
Europe	Russia	Sverdlovsk	Revda
Europe	Russia	Sverdlovsk	Serov
Europe	Russia	Sverdlovsk	Shalya
Europe	Russia	Sverdlovsk	Sokolova
Europe	Russia	Sverdlovsk	Sredneuralsk
Europe	Russia	Sverdlovsk	Svobodny (Sverdlovsk)
Europe	Russia	Sverdlovsk	Svobodnyi
Europe	Russia	Sverdlovsk	Sysert
Europe	Russia	Sverdlovsk	Verkhny Tagil
Europe	Russia	Sverdlovsk	Verkhnyaya Pyshma
Europe	Russia	Sverdlovsk	Yekaterinburg
Europe	Russia	Sverdlovsk	Zarechny
Europe	Russia	Tambov Region	
Europe	Russia	Tambov Region	Morshansk
Europe	Russia	Tambov Region	Tambov
Europe	Russia	Tatarstan	
Europe	Russia	Tula Region	
Europe	Russia	Tula Region	Novomoskovsk
Europe	Russia	Tver	
Europe	Russia	Tver	Torzhok
Europe	Russia	Tyumen Region	
Europe	Russia	Tyumen Region	Tyumen
Europe	Russia	Vladimir Region	
Europe	Russia	Vladimir Region	Vladimir
Europe	Russia	Volgograd Region	
Europe	Russia	Volgograd Region	Volgograd
Europe	Russia	Voronezh	
Europe	Russia	Voronezh	Voronezh
Europe	Russia	Yamalo-Nenets	
Europe	Russia	Yaroslavl	
Europe	Russia	Yaroslavl	Yaroslavl
Europe	Serbia	Belgrade	
Europe	Serbia	Central Banat District	
Europe	Serbia	Central Banat District	Zrenjanin
Europe	Serbia	Leskovac	
Europe	Serbia	Medvedja	
Europe	Serbia	Moravica District	
Europe	Serbia	Moravica District	Cacak
Europe	Serbia	Nis	
Europe	Serbia	North Banat District	
Europe	Serbia	North Banat District	Kikinda
Europe	Serbia	North Bačka District	
Europe	Serbia	North Bačka District	Backa Topola
Europe	Serbia	North Bačka District	Subotica
Europe	Serbia	Pirot	
Europe	Serbia	Pomoravlje District	
Europe	Serbia	Pomoravlje District	Cuprija
Europe	Serbia	Rasina District	
Europe	Serbia	Rasina District	Krusevac
Europe	Serbia	Raška District	
Europe	Serbia	Raška District	Kraljevo
Europe	Serbia	Raška District	Novi Pazar
Europe	Serbia	Sabac	
Europe	Serbia	Serbia	
Europe	Serbia	South Banat District	
Europe	Serbia	South Banat District	Pancevo
Europe	Serbia	South Banat District	Vrsac
Europe	Serbia	South Bačka District	
Europe	Serbia	South Bačka District	Backa Palanka
Europe	Serbia	South Bačka District	Becej
Europe	Serbia	South Bačka District	Novi Sad
Europe	Serbia	South Bačka District	Srbobran
Europe	Serbia	South Bačka District	Titel
Europe	Serbia	South Bačka District	Vrbas
Europe	Serbia	Srem District	
Europe	Serbia	Srem District	Ruma
Europe	Serbia	Srem District	Sremska Mitrovica
Europe	Serbia	Vranje	
Europe	Serbia	Zlatibor District	
Europe	Serbia	Zlatibor District	Uzice
Europe	Serbia	Šumadija District	
Europe	Serbia	Šumadija District	Kragujevac
Europe	Slovakia	Banovce nad Bebravou	
Europe	Slovakia	Banska Bystrica	
Europe	Slovakia	Banska Bystrica	Brezno
Europe	Slovakia	Banska Bystrica	Lucenec
Europe	Slovakia	Banska Bystrica	Zarnovica
Europe	Slovakia	Banska Bystrica	Zelovce
Europe	Slovakia	Banska Bystrica	Ziar nad Hronom
Europe	Slovakia	Bartosova Lehotka	
Europe	Slovakia	Bela nad Cirochou	
Europe	Slovakia	Bobrov	
Europe	Slovakia	Bratislava	
Europe	Slovakia	Bratislava	Kalinkovo
Europe	Slovakia	Bratislava	Malinovo
Europe	Slovakia	Bratislava	Plavecký Štvrtok
Europe	Slovakia	Bratislava	Rovinka
Europe	Slovakia	Bratislava	Slovensky Grob
Europe	Slovakia	Bratislava	Veľké Leváre
Europe	Slovakia	Bratislava	Vinosady
Europe	Slovakia	Dolny Kubin	
Europe	Slovakia	Doľany	
Europe	Slovakia	Drahovce	
Europe	Slovakia	Hlohovec	
Europe	Slovakia	Hnusta	
Europe	Slovakia	Humenne	
Europe	Slovakia	Ilava	
Europe	Slovakia	Ivanka Pri Dunaji	
Europe	Slovakia	Jatov	
Europe	Slovakia	Kamenicna	
Europe	Slovakia	Komarno	
Europe	Slovakia	Kosice	
Europe	Slovakia	Kosice	Gelnica
Europe	Slovakia	Kosice	Michalovce
Europe	Slovakia	Kosice	Sobrance
Europe	Slovakia	Kosice	Spisska Nova Ves
Europe	Slovakia	Kosice	Trebisov
Europe	Slovakia	Kosice	Zehra
Europe	Slovakia	Kostoliste	
Europe	Slovakia	Krivá	
Europe	Slovakia	Levice	
Europe	Slovakia	Malacky	
Europe	Slovakia	Malacky	Studienka
Europe	Slovakia	Martin	
Europe	Slovakia	Medvedzie	
Europe	Slovakia	Miloslavov	
Europe	Slovakia	Muranska Huta	
Europe	Slovakia	Mutne Dulov	
Europe	Slovakia	Myto Pod Dumbierom	
Europe	Slovakia	Namestovo	
Europe	Slovakia	Namestovo	Benadovo
Europe	Slovakia	Namestovo	Klin
Europe	Slovakia	Namestovo	Oravske Vesele
Europe	Slovakia	Namestovo	Vavrecka
Europe	Slovakia	Nitra	
Europe	Slovakia	Nitra	Batorove Kosihy
Europe	Slovakia	Nitra	Hurbanovo
Europe	Slovakia	Nitra	Kolta
Europe	Slovakia	Nitra	Marcelova
Europe	Slovakia	Nitra	Ton
Europe	Slovakia	Nitra	Velke Ludince
Europe	Slovakia	Nitra	Želiezovce
Europe	Slovakia	Nove Mesto nad Vahom	
Europe	Slovakia	Nove Zamky	
Europe	Slovakia	Nove Zamky	Dolny Ohaj
Europe	Slovakia	Nove Zamky	Dubnik
Europe	Slovakia	Nove Zamky	Komjatice
Europe	Slovakia	Nove Zamky	Ulany nad Zitavou
Europe	Slovakia	Oravska Lesna	
Europe	Slovakia	Partizanske	
Europe	Slovakia	Pavlovce nad Uhom	
Europe	Slovakia	Pezinok	
Europe	Slovakia	Piestany	
Europe	Slovakia	Poprad	
Europe	Slovakia	Prešov	
Europe	Slovakia	Prešov	Hranovnica
Europe	Slovakia	Prešov	Janovce
Europe	Slovakia	Prešov	Kezmarok
Europe	Slovakia	Prešov	Sabinov
Europe	Slovakia	Prešov	Snina
Europe	Slovakia	Prešov	Spisske Bystre
Europe	Slovakia	Prešov	Spisske Podhradie
Europe	Slovakia	Prešov	Stara Lubovna
Europe	Slovakia	Prešov	Stropkov
Europe	Slovakia	Prešov	Velka Frankova
Europe	Slovakia	Prešov	Vikartovce
Europe	Slovakia	Prievidza	
Europe	Slovakia	Rabca	
Europe	Slovakia	Revuca	
Europe	Slovakia	Rimavska Sobota	
Europe	Slovakia	Ruzomberok	
Europe	Slovakia	Sahy	
Europe	Slovakia	Sala	
Europe	Slovakia	Senec	
Europe	Slovakia	Slovakia	
Europe	Slovakia	Stupava	
Europe	Slovakia	Surany	
Europe	Slovakia	Tapesovo	
Europe	Slovakia	Topolcany	
Europe	Slovakia	Trencianska Tepla	
Europe	Slovakia	Trencin	
Europe	Slovakia	Trenčín	
Europe	Slovakia	Trenčín	Beckov
Europe	Slovakia	Trenčín	Dolná Súča
Europe	Slovakia	Trenčín	Handlová
Europe	Slovakia	Trenčín	Kostolna-Zariecie
Europe	Slovakia	Trenčín	Moravske Lieskove
Europe	Slovakia	Trenčín	Nemšová
Europe	Slovakia	Trenčín	Nova Dubnica
Europe	Slovakia	Trenčín	Puchov
Europe	Slovakia	Trnava	
Europe	Slovakia	Trnava	Boleraz
Europe	Slovakia	Trnava	Brestovany
Europe	Slovakia	Trnava	Cierna Voda
Europe	Slovakia	Trnava	Dolne Saliby
Europe	Slovakia	Trnava	Horne Saliby
Europe	Slovakia	Trnava	Hradište pod Vrátnom
Europe	Slovakia	Trnava	Mostova
Europe	Slovakia	Trnava	Sereď
Europe	Slovakia	Trnava	Skalica
Europe	Slovakia	Trnava	Smolenice
Europe	Slovakia	Trnava	Soporna
Europe	Slovakia	Trnava	Velke Ulany
Europe	Slovakia	Trnava	Voderady
Europe	Slovakia	Trnava	Šaštín-Stráže
Europe	Slovakia	Tvrdosin	
Europe	Slovakia	Tvrdosovce	
Europe	Slovakia	Velky Krtis	
Europe	Slovakia	Zabiedovo	
Europe	Slovakia	Zilina	
Europe	Slovakia	Zilina	Cadca
Europe	Slovakia	Zilina	Dolný Kubín
Europe	Slovakia	Zilina	Horná Štubňa
Europe	Slovakia	Zilina	Liptovsky Mikulas
Europe	Slovakia	Zilina	Martincek
Europe	Slovakia	Zilina	Nizna
Europe	Slovakia	Zilina	Oravska Jasenica
Europe	Slovakia	Zilina	Oravska Polhora
Europe	Slovakia	Zilina	Trstena
Europe	Slovakia	Zilina	Turcianske Teplice
Europe	Slovakia	Zilina	Turzovka
Europe	Slovenia	Celje	
Europe	Slovenia	Gorenjska	
Europe	Slovenia	Gorenjska	Kranj
Europe	Slovenia	Goriska	
Europe	Slovenia	Jesenice	
Europe	Slovenia	Jugovzhodna	
Europe	Slovenia	Jugovzhodna	Novo Mesto
Europe	Slovenia	Kamnik	
Europe	Slovenia	Koroska	
Europe	Slovenia	Kranj	
Europe	Slovenia	Kranjska Gora	
Europe	Slovenia	Ljubljana	
Europe	Slovenia	Murska Sobota	
Europe	Slovenia	Novo Mesto	
Europe	Slovenia	Obalnokraska	
Europe	Slovenia	Osrednjeslovenska	
Europe	Slovenia	Podravska	
Europe	Slovenia	Pomurska	
Europe	Slovenia	Pomurska	Murska Sobota
Europe	Slovenia	Posavska	
Europe	Slovenia	Primorskonotranjska	
Europe	Slovenia	Savinjska	
Europe	Slovenia	Savinjska	Celje
Europe	Slovenia	Skofija Loka	
Europe	Slovenia	Slovenia	
Europe	Slovenia	Trebnje	
Europe	Slovenia	Velenje	
Europe	Slovenia	Zasavska	
Europe	Slovenia	Zelezniki	
Europe	Slovenia	Ziri	
Europe	Spain	Andalusia	
Europe	Spain	Andalusia	Adra
Europe	Spain	Andalusia	Aguadulce ES
Europe	Spain	Andalusia	Alamedilla
Europe	Spain	Andalusia	Albolote
Europe	Spain	Andalusia	Alcala la Real
Europe	Spain	Andalusia	Alfacar
Europe	Spain	Andalusia	Algeciras
Europe	Spain	Andalusia	Alhaurin de la Torre
Europe	Spain	Andalusia	Alhendin
Europe	Spain	Andalusia	Alicun de Ortega
Europe	Spain	Andalusia	Almeria
Europe	Spain	Andalusia	Antequera
Europe	Spain	Andalusia	Atarfe
Europe	Spain	Andalusia	Aulago
Europe	Spain	Andalusia	Bacares
Europe	Spain	Andalusia	Baza
Europe	Spain	Andalusia	Benahadux
Europe	Spain	Andalusia	Benajarafe
Europe	Spain	Andalusia	Benalmadena
Europe	Spain	Andalusia	Benalua
Europe	Spain	Andalusia	Benalua de las Villas
Europe	Spain	Andalusia	Benamaurel
Europe	Spain	Andalusia	Cadiz
Europe	Spain	Andalusia	Campillo de Arenas
Europe	Spain	Andalusia	Campohermoso
Europe	Spain	Andalusia	Carboneras
Europe	Spain	Andalusia	Castillo de Locubin
Europe	Spain	Andalusia	Castril
Europe	Spain	Andalusia	Chauchina
Europe	Spain	Andalusia	Chiclana de la Frontera
Europe	Spain	Andalusia	Churriana de la Vega
Europe	Spain	Andalusia	Cijuela
Europe	Spain	Andalusia	Cogollos de la Vega
Europe	Spain	Andalusia	Conil de la Frontera
Europe	Spain	Andalusia	Cordoba ES
Europe	Spain	Andalusia	Cortijos Nuevos
Europe	Spain	Andalusia	Cullar Vega
Europe	Spain	Andalusia	Durcal
Europe	Spain	Andalusia	El Argamason
Europe	Spain	Andalusia	El Barranquete
Europe	Spain	Andalusia	Finana
Europe	Spain	Andalusia	Fonelas
Europe	Spain	Andalusia	Frailes
Europe	Spain	Andalusia	Fuente Vaqueros
Europe	Spain	Andalusia	Gergal
Europe	Spain	Andalusia	Granada
Europe	Spain	Andalusia	Granada ES
Europe	Spain	Andalusia	Guadix
Europe	Spain	Andalusia	Guevejar
Europe	Spain	Andalusia	Huelago
Europe	Spain	Andalusia	Huercal de Almeria
Europe	Spain	Andalusia	Huescar
Europe	Spain	Andalusia	Huetor Santillan
Europe	Spain	Andalusia	Illar
Europe	Spain	Andalusia	Illora
Europe	Spain	Andalusia	Iznalloz
Europe	Spain	Andalusia	Jerez De La Frontera
Europe	Spain	Andalusia	Jodar
Europe	Spain	Andalusia	Jun
Europe	Spain	Andalusia	La Calahorra
Europe	Spain	Andalusia	La Canada de San Urbano
Europe	Spain	Andalusia	La Linea de la Concepcion
Europe	Spain	Andalusia	La Peza
Europe	Spain	Andalusia	La Zubia
Europe	Spain	Andalusia	Las Gabias
Europe	Spain	Andalusia	Loja
Europe	Spain	Andalusia	Macael
Europe	Spain	Andalusia	Mairena Aljarafe
Europe	Spain	Andalusia	Malaga
Europe	Spain	Andalusia	Maracena
Europe	Spain	Andalusia	Moclin
Europe	Spain	Andalusia	Montilla
Europe	Spain	Andalusia	Navas de San Juan
Europe	Spain	Andalusia	Nerja
Europe	Spain	Andalusia	Ogijares
Europe	Spain	Andalusia	Otura
Europe	Spain	Andalusia	Pajara
Europe	Spain	Andalusia	Peligros
Europe	Spain	Andalusia	Pinos Puente
Europe	Spain	Andalusia	Puebla de Don Fadrique
Europe	Spain	Andalusia	Puerto Santa Maria
Europe	Spain	Andalusia	Pulianas
Europe	Spain	Andalusia	Retamar
Europe	Spain	Andalusia	Rincon de la Victoria
Europe	Spain	Andalusia	Rio San Pedro
Europe	Spain	Andalusia	Rota
Europe	Spain	Andalusia	San Fernando
Europe	Spain	Andalusia	San Fernando ES
Europe	Spain	Andalusia	San Isidro de Nijar
Europe	Spain	Andalusia	San Roque ES
Europe	Spain	Andalusia	Santa Fe
Europe	Spain	Andalusia	Santa Fe ES
Europe	Spain	Andalusia	Santa Maria del Aguila
Europe	Spain	Andalusia	Sevilla
Europe	Spain	Andalusia	Sorbas
Europe	Spain	Andalusia	Tabernas
Europe	Spain	Andalusia	Tarifa
Europe	Spain	Andalusia	Torre del Mar
Europe	Spain	Andalusia	Torremolinos
Europe	Spain	Andalusia	Ubeda
Europe	Spain	Andalusia	Valderrubio
Europe	Spain	Andalusia	Vegas del Genil
Europe	Spain	Andalusia	Velez Malaga
Europe	Spain	Andalusia	Viator
Europe	Spain	Andalusia	Zujar
Europe	Spain	Aragon	
Europe	Spain	Aragon	Alagon
Europe	Spain	Aragon	Alcaniz
Europe	Spain	Aragon	Ayerbe
Europe	Spain	Aragon	Calatayud
Europe	Spain	Aragon	Caspe
Europe	Spain	Aragon	Epila
Europe	Spain	Aragon	Fraga
Europe	Spain	Aragon	Monzon
Europe	Spain	Aragon	Tamarite de Litera
Europe	Spain	Aragon	Teruel
Europe	Spain	Aragon	Zaragoza
Europe	Spain	Asturias	
Europe	Spain	Asturias	Bimenes
Europe	Spain	Asturias	Candamo
Europe	Spain	Asturias	Gijon
Europe	Spain	Asturias	Grado
Europe	Spain	Asturias	Langreo
Europe	Spain	Asturias	Laviana
Europe	Spain	Asturias	Llanera
Europe	Spain	Asturias	Mieres
Europe	Spain	Asturias	Norena
Europe	Spain	Asturias	Oviedo
Europe	Spain	Asturias	Panes
Europe	Spain	Asturias	Pravia
Europe	Spain	Asturias	Quiros
